code,orderdate,customercode,type,paymentmethod
9153,2023-04-02 13:55:58,1858,phone,Cash
9154,2023-04-05 08:25:23,1970,online,Cash
9155,2023-04-13 17:20:49,1170,phone,PayPal
9156,2023-04-13 03:21:34,823,phone,PayPal
9157,2023-04-10 07:33:24,95,phone,PayPal
9158,2023-04-08 08:47:45,45,in-store,PayPal
9159,2023-04-13 18:55:16,573,online,Cash
9160,2023-04-01 05:10:27,506,online,Cash
9161,2023-04-10 13:14:39,351,online,CreditCard
9162,2023-04-11 15:11:51,1771,phone,CreditCard
9163,2023-04-05 09:00:59,773,phone,CreditCard
9164,2023-04-06 21:24:50,616,online,Cash
9165,2023-04-02 08:23:10,1482,in-store,CreditCard
9166,2023-04-13 10:27:02,1520,phone,PayPal
9167,2023-04-09 09:45:56,1727,online,Cash
9168,2023-04-03 11:46:43,1067,online,CreditCard
9169,2023-04-14 17:05:57,759,phone,Cash
9170,2023-04-06 15:17:07,1742,phone,Cash
9171,2023-04-12 20:04:10,1155,online,PayPal
9172,2023-04-10 16:07:08,1134,online,Cash
9173,2023-04-13 19:02:10,154,in-store,CreditCard
9174,2023-04-09 15:57:30,797,in-store,CreditCard
9175,2023-04-13 13:42:24,1035,online,CreditCard
9176,2023-04-11 01:36:41,1258,phone,PayPal
9177,2023-04-01 09:13:31,1492,phone,Cash
9178,2023-04-08 10:36:31,49,online,PayPal
9179,2023-04-14 12:24:01,1138,in-store,CreditCard
9180,2023-04-12 05:05:31,1639,online,Cash
9181,2023-04-02 02:22:54,833,phone,PayPal
9182,2023-04-05 07:51:40,1478,online,Cash
9183,2023-04-14 09:11:24,509,in-store,PayPal
9184,2023-04-06 12:18:12,1552,online,CreditCard
9185,2023-04-14 15:52:21,1931,phone,CreditCard
9186,2023-04-11 02:05:13,1200,phone,PayPal
9187,2023-04-02 23:25:49,1722,online,CreditCard
9188,2023-04-08 05:34:24,1423,phone,PayPal
9189,2023-04-11 12:45:07,1878,phone,Cash
9190,2023-04-13 03:21:33,107,online,CreditCard
9191,2023-04-03 11:57:38,505,in-store,PayPal
9192,2023-04-03 23:21:54,623,online,CreditCard
9193,2023-04-05 22:39:52,572,online,Cash
9194,2023-04-14 04:10:27,1758,online,PayPal
9195,2023-04-05 10:04:11,1193,in-store,Cash
9196,2023-04-09 18:07:01,327,in-store,Cash
9197,2023-04-09 07:55:30,1563,online,CreditCard
9198,2023-04-13 05:03:47,280,phone,Cash
9199,2023-04-08 11:20:49,1673,online,Cash
9200,2023-04-05 09:09:24,1713,online,CreditCard
9201,2023-04-03 15:02:41,4,in-store,PayPal
9202,2023-04-11 20:06:03,518,in-store,PayPal
9203,2023-04-04 18:07:18,473,in-store,PayPal
9204,2023-04-07 03:53:50,1814,phone,CreditCard
9205,2023-04-03 13:04:46,1181,in-store,PayPal
9206,2023-04-10 16:24:49,474,in-store,CreditCard
9207,2023-04-13 21:08:27,1270,in-store,Cash
9208,2023-04-13 10:33:11,1207,in-store,PayPal
9209,2023-04-14 03:35:25,137,online,CreditCard
9210,2023-04-09 15:02:10,1,online,CreditCard
9211,2023-04-12 13:35:20,224,online,Cash
9212,2023-04-04 16:18:44,576,in-store,Cash
9213,2023-04-02 05:38:54,1085,in-store,CreditCard
9214,2023-04-04 03:26:52,421,phone,Cash
9215,2023-04-05 22:29:33,1422,online,PayPal
9216,2023-04-07 20:59:28,881,in-store,Cash
9217,2023-04-04 04:42:32,391,online,Cash
9218,2023-04-07 07:59:45,721,phone,CreditCard
9219,2023-04-06 18:47:41,1071,in-store,Cash
9220,2023-04-04 07:08:40,1609,phone,PayPal
9221,2023-04-04 07:11:19,1019,online,Cash
9222,2023-04-11 13:16:30,969,online,PayPal
9223,2023-04-07 01:01:28,1948,phone,Cash
9224,2023-04-11 17:45:36,1384,phone,Cash
9225,2023-04-04 15:32:04,1686,online,CreditCard
9226,2023-04-01 02:52:18,1367,phone,Cash
9227,2023-04-07 10:13:14,1614,in-store,PayPal
9228,2023-04-04 00:22:18,750,in-store,Cash
9229,2023-04-03 20:00:15,1999,online,Cash
9230,2023-04-08 00:57:38,265,online,CreditCard
9231,2023-04-07 01:46:28,1918,phone,PayPal
9232,2023-04-04 10:08:13,729,online,PayPal
9233,2023-04-05 23:39:02,436,online,Cash
9234,2023-04-05 05:19:05,1840,in-store,PayPal
9235,2023-04-11 05:50:53,148,in-store,Cash
9236,2023-04-10 23:18:09,1790,phone,Cash
9237,2023-04-10 11:08:41,853,online,PayPal
9238,2023-04-06 14:00:47,1034,online,Cash
9239,2023-04-12 15:55:17,1372,online,CreditCard
9240,2023-04-13 10:46:49,79,in-store,CreditCard
9241,2023-04-01 00:46:02,1119,online,Cash
9242,2023-04-10 22:41:02,1541,phone,PayPal
9243,2023-04-03 11:52:29,829,phone,Cash
9244,2023-04-04 05:13:43,1683,online,Cash
9245,2023-04-11 03:32:29,169,online,PayPal
9246,2023-04-09 22:46:17,108,online,CreditCard
9247,2023-04-06 14:45:55,1819,in-store,CreditCard
9248,2023-04-10 14:37:00,1787,online,CreditCard
9249,2023-04-08 23:53:47,1043,online,Cash
9250,2023-04-10 00:24:02,32,phone,Cash
9251,2023-04-07 08:58:04,1804,online,PayPal
9252,2023-04-01 18:03:50,1324,phone,PayPal
9253,2023-04-11 03:45:06,1092,online,CreditCard
9254,2023-04-04 02:21:43,1178,in-store,PayPal
9255,2023-04-02 02:55:41,812,online,Cash
9256,2023-04-08 19:21:17,365,online,CreditCard
9257,2023-04-12 16:30:52,734,in-store,PayPal
9258,2023-04-02 13:45:21,569,in-store,CreditCard
9259,2023-04-08 08:54:28,1396,phone,CreditCard
9260,2023-04-09 20:41:46,481,online,Cash
9261,2023-04-04 21:16:02,496,online,Cash
9262,2023-04-05 22:36:36,1850,in-store,PayPal
9263,2023-04-03 18:20:53,753,online,CreditCard
9264,2023-04-10 12:52:05,631,in-store,Cash
9265,2023-04-10 03:10:25,1872,in-store,PayPal
9266,2023-04-10 16:21:45,1827,phone,Cash
9267,2023-04-13 19:36:02,241,phone,CreditCard
9268,2023-04-07 05:21:33,34,in-store,CreditCard
9269,2023-04-10 01:22:58,72,in-store,PayPal
9270,2023-04-05 11:22:29,1913,phone,CreditCard
9271,2023-04-09 10:04:42,996,online,PayPal
9272,2023-04-01 11:14:08,697,online,Cash
9273,2023-04-06 17:53:46,1867,phone,CreditCard
9274,2023-04-13 18:31:19,441,in-store,Cash
9275,2023-04-02 21:33:53,1359,phone,PayPal
9276,2023-04-10 15:33:58,1070,online,CreditCard
9277,2023-04-06 11:34:55,1923,phone,CreditCard
9278,2023-04-13 10:54:09,467,phone,PayPal
9279,2023-04-09 02:46:13,643,phone,Cash
9280,2023-04-02 05:03:55,1141,in-store,CreditCard
9281,2023-04-05 03:23:47,1720,online,CreditCard
9282,2023-04-10 16:33:24,459,in-store,CreditCard
9283,2023-04-06 02:31:03,1153,phone,Cash
9284,2023-04-13 11:46:41,1489,in-store,CreditCard
9285,2023-04-10 07:40:33,42,phone,Cash
9286,2023-04-02 05:40:54,390,in-store,PayPal
9287,2023-04-01 15:57:24,740,online,CreditCard
9288,2023-04-09 21:10:18,278,online,CreditCard
9289,2023-04-01 14:17:38,1582,online,Cash
9290,2023-04-07 06:25:47,84,phone,PayPal
9291,2023-04-06 20:28:19,84,phone,PayPal
9292,2023-04-01 07:01:39,1979,in-store,Cash
9293,2023-04-07 08:40:00,915,online,CreditCard
9294,2023-04-04 11:31:07,2000,in-store,Cash
9295,2023-04-12 10:25:51,1776,online,Cash
9296,2023-04-08 17:30:01,217,phone,Cash
9297,2023-04-03 17:06:50,1877,phone,Cash
9298,2023-04-13 17:06:15,1462,in-store,CreditCard
9299,2023-04-10 18:13:12,335,phone,Cash
9300,2023-04-03 13:05:44,801,online,Cash
9301,2023-04-06 05:34:02,91,in-store,PayPal
9302,2023-04-07 08:22:03,495,phone,PayPal
9303,2023-04-01 05:57:58,137,in-store,PayPal
9304,2023-04-07 09:46:54,1319,online,CreditCard
9305,2023-04-12 15:40:51,837,phone,Cash
9306,2023-04-05 14:03:41,1763,phone,PayPal
9307,2023-04-07 16:31:09,273,in-store,CreditCard
9308,2023-04-10 16:22:16,13,phone,PayPal
9309,2023-04-07 23:45:12,1273,phone,PayPal
9310,2023-04-04 14:50:17,1944,online,PayPal
9311,2023-04-13 17:10:45,1604,online,Cash
9312,2023-04-12 14:36:58,321,phone,PayPal
9313,2023-04-07 19:14:08,1615,in-store,PayPal
9314,2023-04-14 14:47:45,570,online,PayPal
9315,2023-04-08 14:13:04,219,in-store,Cash
9316,2023-04-13 20:23:49,1470,phone,CreditCard
9317,2023-04-07 11:12:12,194,online,PayPal
9318,2023-04-02 09:19:08,624,in-store,Cash
9319,2023-04-13 11:03:45,1361,phone,PayPal
9320,2023-04-01 11:58:31,1970,phone,Cash
9321,2023-04-09 05:41:34,408,online,Cash
9322,2023-04-04 01:50:04,1611,phone,PayPal
9323,2023-04-09 21:54:42,1815,in-store,Cash
9324,2023-04-05 14:02:08,1665,online,CreditCard
9325,2023-04-07 02:00:51,169,phone,PayPal
9326,2023-04-01 04:09:28,721,phone,CreditCard
9327,2023-04-12 13:46:30,157,in-store,CreditCard
9328,2023-04-06 17:12:41,1293,in-store,Cash
9329,2023-04-01 10:06:46,241,phone,PayPal
9330,2023-04-01 16:53:41,779,in-store,CreditCard
9331,2023-04-06 07:12:52,651,online,Cash
9332,2023-04-11 08:52:23,1808,in-store,PayPal
9333,2023-04-07 22:51:57,1200,online,PayPal
9334,2023-04-06 16:07:07,1464,phone,PayPal
9335,2023-04-11 06:24:02,168,phone,Cash
9336,2023-04-10 07:52:25,59,phone,PayPal
9337,2023-04-13 05:02:57,1494,phone,CreditCard
9338,2023-04-06 20:49:45,401,in-store,PayPal
9339,2023-04-05 08:04:53,1424,online,Cash
9340,2023-04-01 08:13:49,1389,phone,PayPal
9341,2023-04-04 14:05:37,1599,phone,PayPal
9342,2023-04-02 06:42:31,1108,phone,Cash
9343,2023-04-04 02:17:59,786,online,PayPal
9344,2023-04-14 00:57:52,985,in-store,Cash
9345,2023-04-12 16:26:37,323,phone,PayPal
9346,2023-04-09 23:33:20,1989,online,CreditCard
9347,2023-04-09 14:10:44,67,online,Cash
9348,2023-04-07 18:33:58,743,online,PayPal
9349,2023-04-06 09:04:08,1668,in-store,CreditCard
9350,2023-04-06 15:59:49,1208,phone,PayPal
9351,2023-04-10 11:37:40,1337,online,Cash
9352,2023-04-01 14:23:48,892,phone,CreditCard
9353,2023-04-07 16:38:34,523,phone,PayPal
9354,2023-04-06 07:49:56,566,online,CreditCard
9355,2023-04-07 19:28:26,454,phone,PayPal
9356,2023-04-14 06:35:08,70,online,Cash
9357,2023-04-05 17:21:42,832,phone,CreditCard
9358,2023-04-02 21:08:44,1939,online,CreditCard
9359,2023-04-04 14:03:56,1869,in-store,Cash
9360,2023-04-13 05:37:49,1778,online,PayPal
9361,2023-04-05 22:56:04,573,phone,Cash
9362,2023-04-06 17:30:59,1759,online,PayPal
9363,2023-04-08 07:01:45,1622,phone,PayPal
9364,2023-04-11 18:06:23,152,phone,Cash
9365,2023-04-14 08:34:16,1818,phone,PayPal
9366,2023-04-04 00:54:32,707,in-store,Cash
9367,2023-04-01 01:37:30,627,online,Cash
9368,2023-04-12 23:06:41,267,in-store,Cash
9369,2023-04-02 08:57:02,573,phone,PayPal
9370,2023-04-05 21:02:11,1684,online,PayPal
9371,2023-04-07 14:13:05,1933,in-store,CreditCard
9372,2023-04-11 05:25:01,1918,in-store,PayPal
9373,2023-04-05 19:39:48,383,phone,CreditCard
9374,2023-04-03 01:24:39,1523,phone,Cash
9375,2023-04-03 08:55:08,1006,phone,CreditCard
9376,2023-04-10 20:11:00,1757,phone,PayPal
9377,2023-04-14 10:19:23,1163,phone,Cash
9378,2023-04-12 16:25:23,61,phone,Cash
9379,2023-04-09 02:18:34,1915,phone,Cash
9380,2023-04-01 10:11:46,1798,online,Cash
9381,2023-04-12 06:33:15,1064,online,PayPal
9382,2023-04-14 10:33:48,1356,phone,PayPal
9383,2023-04-03 15:09:23,1630,in-store,CreditCard
9384,2023-04-03 03:53:56,497,online,Cash
9385,2023-04-09 11:04:51,1495,online,PayPal
9386,2023-04-09 23:34:01,642,phone,PayPal
9387,2023-04-07 05:32:31,1208,in-store,PayPal
9388,2023-04-01 07:18:56,236,online,Cash
9389,2023-04-08 18:12:26,1043,online,Cash
9390,2023-04-09 08:06:14,995,online,PayPal
9391,2023-04-04 13:18:29,835,phone,PayPal
9392,2023-04-01 15:24:15,1539,in-store,Cash
9393,2023-04-06 05:28:07,1248,online,CreditCard
9394,2023-04-07 21:18:39,4,online,PayPal
9395,2023-04-01 08:15:00,868,phone,PayPal
9396,2023-04-09 01:28:09,317,phone,CreditCard
9397,2023-04-13 01:54:45,861,in-store,CreditCard
9398,2023-04-01 15:26:44,257,phone,PayPal
9399,2023-04-09 06:55:10,1803,in-store,Cash
9400,2023-04-11 09:33:55,1318,phone,Cash
9401,2023-04-05 03:15:45,1385,online,Cash
9402,2023-04-04 15:12:04,758,in-store,Cash
9403,2023-04-09 22:26:30,1553,in-store,Cash
9404,2023-04-09 04:56:02,1943,online,PayPal
9405,2023-04-03 23:10:15,1213,in-store,CreditCard
9406,2023-04-01 06:41:24,1263,in-store,Cash
9407,2023-04-02 12:50:38,1434,phone,Cash
9408,2023-04-02 17:48:08,1903,online,CreditCard
9409,2023-04-04 12:35:26,1732,online,PayPal
9410,2023-04-08 19:46:24,829,in-store,CreditCard
9411,2023-04-01 03:35:24,641,in-store,CreditCard
9412,2023-04-04 07:39:09,688,in-store,Cash
9413,2023-04-06 09:23:18,854,phone,Cash
9414,2023-04-07 15:36:39,861,in-store,CreditCard
9415,2023-04-04 07:44:06,300,in-store,Cash
9416,2023-04-12 14:27:06,1387,in-store,PayPal
9417,2023-04-02 11:20:50,94,phone,CreditCard
9418,2023-04-09 12:02:56,315,online,PayPal
9419,2023-04-14 09:21:27,1621,phone,CreditCard
9420,2023-04-03 08:24:35,974,online,CreditCard
9421,2023-04-09 17:07:15,1962,in-store,PayPal
9422,2023-04-14 12:20:26,400,phone,CreditCard
9423,2023-04-06 04:07:52,1182,online,Cash
9424,2023-04-13 13:50:21,607,in-store,CreditCard
9425,2023-04-07 09:12:30,1445,in-store,Cash
9426,2023-04-10 17:35:10,512,phone,CreditCard
9427,2023-04-07 23:55:39,965,in-store,Cash
9428,2023-04-05 15:46:39,801,in-store,CreditCard
9429,2023-04-06 08:03:37,1182,online,CreditCard
9430,2023-04-04 00:41:25,1035,phone,PayPal
9431,2023-04-08 04:28:50,1802,in-store,PayPal
9432,2023-04-06 19:34:20,802,online,Cash
9433,2023-04-11 13:44:14,829,in-store,Cash
9434,2023-04-04 13:07:30,1069,online,CreditCard
9435,2023-04-12 09:35:57,310,online,Cash
9436,2023-04-03 23:18:15,1678,phone,CreditCard
9437,2023-04-03 07:59:15,1873,online,CreditCard
9438,2023-04-07 05:10:07,1346,phone,CreditCard
9439,2023-04-03 07:50:06,1306,online,CreditCard
9440,2023-04-13 17:13:22,1960,online,Cash
9441,2023-04-09 03:59:08,1046,phone,Cash
9442,2023-04-02 00:58:45,1779,online,Cash
9443,2023-04-05 17:36:13,751,phone,CreditCard
9444,2023-04-07 15:35:18,18,phone,PayPal
9445,2023-04-13 07:26:12,1734,in-store,CreditCard
9446,2023-04-13 09:10:06,1674,phone,CreditCard
9447,2023-04-09 09:23:08,1691,online,PayPal
9448,2023-04-01 11:37:21,1817,phone,Cash
9449,2023-04-02 11:43:38,1111,online,CreditCard
9450,2023-04-08 13:38:26,1730,in-store,CreditCard
9451,2023-04-02 10:08:45,996,in-store,PayPal
9452,2023-04-08 05:09:17,1821,in-store,Cash
9453,2023-04-04 03:59:09,99,online,PayPal
9454,2023-04-05 04:48:29,1485,phone,Cash
9455,2023-04-04 10:54:21,647,phone,CreditCard
9456,2023-04-09 10:03:26,836,online,PayPal
9457,2023-04-01 18:36:05,1748,in-store,CreditCard
9458,2023-04-06 20:05:23,68,in-store,PayPal
9459,2023-04-14 01:41:24,7,in-store,Cash
9460,2023-04-07 08:20:24,846,online,CreditCard
9461,2023-04-13 08:13:49,1274,online,PayPal
9462,2023-04-08 06:27:43,992,phone,CreditCard
9463,2023-04-07 11:47:43,1785,online,CreditCard
9464,2023-04-12 08:58:24,1852,phone,Cash
9465,2023-04-03 10:39:42,747,online,PayPal
9466,2023-04-04 02:50:09,1568,in-store,PayPal
9467,2023-04-08 14:14:51,1086,in-store,CreditCard
9468,2023-04-07 12:18:57,1891,phone,Cash
9469,2023-04-14 12:23:05,640,online,Cash
9470,2023-04-10 12:32:00,621,in-store,Cash
9471,2023-04-01 16:16:15,282,online,PayPal
9472,2023-04-01 05:03:50,1366,in-store,PayPal
9473,2023-04-01 17:17:59,1565,phone,CreditCard
9474,2023-04-10 02:12:52,1975,online,CreditCard
9475,2023-04-10 22:17:18,735,phone,CreditCard
9476,2023-04-05 17:22:38,1806,online,CreditCard
9477,2023-04-10 05:22:13,1788,phone,PayPal
9478,2023-04-07 23:00:52,1679,online,CreditCard
9479,2023-04-12 14:51:02,1688,online,PayPal
9480,2023-04-10 19:45:51,189,in-store,Cash
9481,2023-04-07 20:32:27,1615,online,Cash
9482,2023-04-07 15:38:37,778,in-store,PayPal
9483,2023-04-07 05:01:42,813,phone,Cash
9484,2023-04-14 11:32:53,395,online,PayPal
9485,2023-04-11 21:07:54,97,phone,Cash
9486,2023-04-08 03:14:03,364,phone,CreditCard
9487,2023-04-03 10:03:06,1792,in-store,PayPal
9488,2023-04-10 07:09:16,1895,in-store,CreditCard
9489,2023-04-10 07:30:45,1637,in-store,PayPal
9490,2023-04-11 15:03:54,1900,in-store,CreditCard
9491,2023-04-12 19:53:40,1889,phone,CreditCard
9492,2023-04-09 06:17:54,1912,phone,CreditCard
9493,2023-04-14 17:17:31,71,online,CreditCard
9494,2023-04-12 15:33:27,1053,phone,Cash
9495,2023-04-09 20:50:28,84,online,PayPal
9496,2023-04-08 06:04:55,756,in-store,CreditCard
9497,2023-04-07 05:08:57,1584,phone,PayPal
9498,2023-04-10 03:53:19,788,phone,PayPal
9499,2023-04-06 15:36:36,1411,online,CreditCard
9500,2023-04-01 17:20:28,1735,phone,Cash
9501,2023-04-13 19:34:35,587,online,CreditCard
9502,2023-04-09 01:11:33,1057,in-store,CreditCard
9503,2023-04-05 09:10:25,1683,phone,Cash
9504,2023-04-08 15:41:42,135,online,PayPal
9505,2023-04-09 05:01:56,674,phone,CreditCard
9506,2023-04-06 12:54:52,1370,in-store,CreditCard
9507,2023-04-09 14:34:45,1362,online,PayPal
9508,2023-04-13 09:01:25,1394,phone,CreditCard
9509,2023-04-04 10:13:21,55,phone,PayPal
9510,2023-04-05 23:21:02,1393,online,PayPal
9511,2023-04-03 14:22:45,1900,online,CreditCard
9512,2023-04-03 23:54:20,789,online,CreditCard
9513,2023-04-05 10:12:33,145,online,Cash
9514,2023-04-05 14:11:59,580,online,PayPal
9515,2023-04-02 19:26:57,86,in-store,CreditCard
9516,2023-04-08 22:31:18,204,online,CreditCard
9517,2023-04-09 09:10:26,1556,online,Cash
9518,2023-04-09 18:57:58,1801,phone,PayPal
9519,2023-04-01 15:13:54,102,online,CreditCard
9520,2023-04-12 15:36:39,890,phone,PayPal
9521,2023-04-09 02:21:34,750,online,CreditCard
9522,2023-04-05 21:58:37,1018,phone,CreditCard
9523,2023-04-14 12:18:31,499,online,PayPal
9524,2023-04-12 11:33:10,15,in-store,CreditCard
9525,2023-04-06 23:15:19,1745,online,CreditCard
9526,2023-04-07 22:10:37,582,phone,PayPal
9527,2023-04-14 03:16:40,1491,phone,Cash
9528,2023-04-10 14:49:51,167,in-store,Cash
9529,2023-04-06 12:18:57,463,phone,Cash
9530,2023-04-08 15:27:45,1756,in-store,Cash
9531,2023-04-10 21:28:25,210,in-store,Cash
9532,2023-04-05 20:40:48,1489,in-store,Cash
9533,2023-04-03 12:18:09,791,phone,PayPal
9534,2023-04-12 12:50:46,1036,online,CreditCard
9535,2023-04-07 19:05:21,1279,phone,Cash
9536,2023-04-08 01:55:40,571,in-store,CreditCard
9537,2023-04-02 04:51:12,1779,phone,CreditCard
9538,2023-04-02 02:56:27,1269,online,CreditCard
9539,2023-04-09 09:30:31,1329,online,CreditCard
9540,2023-04-02 20:29:35,1358,phone,Cash
9541,2023-04-03 00:49:06,1386,in-store,CreditCard
9542,2023-04-02 18:56:05,65,phone,PayPal
9543,2023-04-06 22:24:39,566,phone,PayPal
9544,2023-04-10 11:19:35,567,phone,Cash
9545,2023-04-06 21:41:11,676,online,PayPal
9546,2023-04-11 03:44:43,1709,phone,PayPal
9547,2023-04-07 21:34:04,1965,phone,CreditCard
9548,2023-04-13 21:08:22,426,online,CreditCard
9549,2023-04-02 17:41:54,338,phone,Cash
9550,2023-04-01 11:18:28,1451,online,CreditCard
9551,2023-04-08 10:38:35,993,phone,CreditCard
9552,2023-04-05 15:54:24,33,online,CreditCard
9553,2023-04-12 10:04:39,173,phone,CreditCard
9554,2023-04-13 22:27:33,781,in-store,PayPal
9555,2023-04-12 07:11:50,234,online,CreditCard
9556,2023-04-13 15:17:54,1144,in-store,PayPal
9557,2023-04-09 10:16:56,399,in-store,Cash
9558,2023-04-07 16:05:31,1048,online,Cash
9559,2023-04-06 00:05:00,611,online,CreditCard
9560,2023-04-01 22:12:46,247,online,PayPal
9561,2023-04-09 22:26:09,1619,phone,CreditCard
9562,2023-04-04 01:23:34,1107,in-store,Cash
9563,2023-04-04 15:36:20,1117,online,Cash
9564,2023-04-07 13:05:44,1520,phone,PayPal
9565,2023-04-07 22:08:10,1361,in-store,Cash
9566,2023-04-08 07:51:14,1801,in-store,CreditCard
9567,2023-04-05 13:53:49,393,in-store,Cash
9568,2023-04-03 09:35:26,1973,online,Cash
9569,2023-04-03 07:49:03,1980,online,PayPal
9570,2023-04-07 08:12:43,597,online,Cash
9571,2023-04-01 16:57:02,739,in-store,CreditCard
9572,2023-04-08 18:41:23,1426,online,Cash
9573,2023-04-05 13:28:54,980,phone,Cash
9574,2023-04-06 13:05:49,389,online,Cash
9575,2023-04-11 18:19:28,1419,online,CreditCard
9576,2023-04-09 00:30:46,762,online,PayPal
9577,2023-04-09 07:13:21,822,in-store,Cash
9578,2023-04-06 15:51:59,1368,in-store,PayPal
9579,2023-04-10 15:06:03,655,online,PayPal
9580,2023-04-08 08:24:50,1727,phone,Cash
9581,2023-04-05 03:14:44,1140,phone,PayPal
9582,2023-04-02 18:53:55,1217,in-store,PayPal
9583,2023-04-12 04:36:08,1919,in-store,PayPal
9584,2023-04-06 05:12:03,1380,phone,PayPal
9585,2023-04-02 07:57:19,756,online,Cash
9586,2023-04-10 07:58:02,1170,online,PayPal
9587,2023-04-10 10:32:54,981,in-store,Cash
9588,2023-04-10 06:31:02,1327,online,CreditCard
9589,2023-04-01 15:37:00,813,phone,PayPal
9590,2023-04-02 17:38:57,666,online,CreditCard
9591,2023-04-03 16:53:31,490,in-store,Cash
9592,2023-04-04 10:37:30,1385,online,PayPal
9593,2023-04-07 05:34:37,1198,online,CreditCard
9594,2023-04-11 13:18:14,1837,in-store,CreditCard
9595,2023-04-14 15:05:49,137,phone,PayPal
9596,2023-04-07 06:39:55,314,in-store,CreditCard
9597,2023-04-09 05:03:10,1454,in-store,CreditCard
9598,2023-04-13 22:51:39,416,online,Cash
9599,2023-04-07 01:44:45,783,phone,CreditCard
9600,2023-04-04 01:27:42,679,phone,PayPal
9601,2023-04-10 23:13:39,133,online,PayPal
9602,2023-04-06 18:03:47,338,phone,CreditCard
9603,2023-04-05 14:14:56,721,online,CreditCard
9604,2023-04-07 23:48:19,1741,online,CreditCard
9605,2023-04-06 15:31:39,674,in-store,Cash
9606,2023-04-05 00:32:29,731,in-store,Cash
9607,2023-04-05 14:38:16,584,in-store,Cash
9608,2023-04-06 22:26:33,1847,in-store,CreditCard
9609,2023-04-01 15:50:03,946,in-store,CreditCard
9610,2023-04-03 14:51:13,815,in-store,Cash
9611,2023-04-05 11:48:10,1975,in-store,Cash
9612,2023-04-14 10:05:22,34,in-store,PayPal
9613,2023-04-09 14:01:17,1250,in-store,CreditCard
9614,2023-04-01 08:00:47,1217,in-store,PayPal
9615,2023-04-01 07:48:22,1829,online,Cash
9616,2023-04-11 06:37:02,834,online,Cash
9617,2023-04-01 02:52:36,118,in-store,CreditCard
9618,2023-04-07 13:19:36,739,online,CreditCard
9619,2023-04-13 07:17:21,950,online,PayPal
9620,2023-04-14 03:11:05,317,online,CreditCard
9621,2023-04-05 19:59:28,1596,in-store,Cash
9622,2023-04-14 09:27:22,1668,phone,PayPal
9623,2023-04-03 13:52:07,894,online,Cash
9624,2023-04-09 10:06:45,392,in-store,Cash
9625,2023-04-10 10:11:50,1203,in-store,CreditCard
9626,2023-04-07 17:59:28,1081,phone,CreditCard
9627,2023-04-12 09:43:12,1821,online,CreditCard
9628,2023-04-03 12:28:04,1095,in-store,CreditCard
9629,2023-04-13 03:28:52,1994,online,Cash
9630,2023-04-07 19:11:32,744,online,Cash
9631,2023-04-13 08:46:53,1332,online,Cash
9632,2023-04-14 05:21:24,1571,in-store,CreditCard
9633,2023-04-01 03:36:42,1779,online,Cash
9634,2023-04-08 03:07:16,1463,in-store,PayPal
9635,2023-04-10 14:30:55,1965,phone,CreditCard
9636,2023-04-14 05:51:45,601,in-store,Cash
9637,2023-04-09 21:14:09,5,online,CreditCard
9638,2023-04-13 18:17:24,1375,in-store,PayPal
9639,2023-04-14 14:19:16,1746,online,PayPal
9640,2023-04-12 04:05:50,710,in-store,Cash
9641,2023-04-05 23:15:34,1733,online,PayPal
9642,2023-04-07 14:46:40,837,phone,PayPal
9643,2023-04-13 21:38:13,1484,phone,PayPal
9644,2023-04-12 02:35:22,391,in-store,PayPal
9645,2023-04-12 04:53:48,832,in-store,PayPal
9646,2023-04-06 04:14:10,637,in-store,CreditCard
9647,2023-04-10 17:25:00,300,in-store,Cash
9648,2023-04-11 17:49:58,756,online,PayPal
9649,2023-04-13 01:29:54,1855,in-store,Cash
9650,2023-04-10 01:56:04,1475,online,CreditCard
9651,2023-04-13 05:31:11,1602,online,Cash
9652,2023-04-11 20:51:57,1955,online,Cash
9653,2023-04-08 22:43:16,1561,phone,Cash
9654,2023-04-01 17:41:08,1381,online,Cash
9655,2023-04-02 23:41:16,985,phone,CreditCard
9656,2023-04-01 21:19:29,495,in-store,CreditCard
9657,2023-04-11 20:26:36,565,online,PayPal
9658,2023-04-05 08:38:15,517,online,Cash
9659,2023-04-13 14:23:09,247,online,Cash
9660,2023-04-05 19:39:11,1468,phone,PayPal
9661,2023-04-11 10:46:50,1269,phone,CreditCard
9662,2023-04-03 00:45:29,1985,phone,CreditCard
9663,2023-04-14 12:26:33,1049,online,PayPal
9664,2023-04-03 06:31:03,921,online,CreditCard
9665,2023-04-12 19:49:01,997,phone,CreditCard
9666,2023-04-02 02:05:16,1883,in-store,Cash
9667,2023-04-13 09:12:17,1324,online,Cash
9668,2023-04-04 20:24:25,971,online,CreditCard
9669,2023-04-09 19:40:50,455,online,CreditCard
9670,2023-04-01 23:33:54,753,in-store,PayPal
9671,2023-04-03 08:17:28,625,phone,PayPal
9672,2023-04-03 21:07:22,1415,online,CreditCard
9673,2023-04-14 04:38:13,499,online,CreditCard
9674,2023-04-07 14:23:08,1509,in-store,Cash
9675,2023-04-13 16:26:18,207,online,PayPal
9676,2023-04-03 12:54:47,359,phone,CreditCard
9677,2023-04-01 15:26:45,953,online,CreditCard
9678,2023-04-02 14:16:14,750,phone,Cash
9679,2023-04-10 12:09:12,675,phone,PayPal
9680,2023-04-09 06:29:10,1744,online,CreditCard
9681,2023-04-10 22:14:41,611,online,Cash
