ordercode,productcode,quantity,discount
11100,391,4,0.05
11100,993,1,0.14
11100,1091,3,0.19
11100,35,4,0.07
11101,351,5,0.04
11102,45,5,0.14
11102,1345,6,0.12
11102,711,8,0.03
11102,1428,6,0.15
11102,1243,9,0.14
11102,1238,1,0.15
11102,723,5,0.04
11103,621,2,0.09
11103,340,2,0.07
11103,1767,5,0.14
11103,786,1,0.16
11103,1412,3,0.04
11103,1097,1,0.13
11104,1780,7,0.16
11104,493,1,0.06
11104,12,5,0.02
11104,1130,4,0.2
11104,99,5,0.16
11105,309,3,0.12
11105,475,10,0.15
11105,630,8,0.04
11105,223,9,0.12
11105,1121,1,0.09
11105,1538,5,0.02
11105,1601,9,0.03
11105,1640,4,0.02
11106,1525,7,0.06
11106,1855,4,0.09
11106,1826,2,0.01
11107,562,8,0.1
11107,899,9,0.19
11107,813,3,0.04
11107,1036,5,0.12
11107,198,2,0.08
11107,46,5,0.04
11107,391,1,0.18
11107,1719,3,0.18
11107,96,10,0.01
11108,1720,3,0.01
11108,1756,5,0.19
11108,786,3,0.14
11108,394,10,0.13
11108,186,6,0.01
11108,590,9,0.04
11108,1407,7,0.05
11108,1339,10,0.11
11108,601,1,0.1
11109,1077,5,0.15
11109,1039,3,0.16
11110,1989,9,0.14
11110,697,1,0.18
11111,1821,1,0.17
11111,1449,6,0.03
11111,1900,2,0.12
11111,1618,3,0.15
11111,155,9,0.12
11111,1887,7,0.1
11112,152,8,0.17
11112,857,10,0.13
11112,1469,1,0.14
11113,1633,8,0.04
11113,1945,5,0.06
11113,610,1,0.18
11114,1707,9,0.1
11114,1679,2,0.13
11114,888,7,0.16
11114,1041,3,0.14
11114,1898,4,0.08
11114,556,9,0.09
11115,1273,4,0.02
11115,213,9,0.11
11115,925,7,0.03
11116,1989,4,0.03
11116,192,4,0.1
11116,1265,3,0.19
11116,1729,3,0.09
11116,832,3,0.16
11116,1776,2,0.05
11116,161,8,0.1
11116,1607,10,0.06
11116,1523,5,0.03
11117,1977,7,0.01
11117,1219,4,0.12
11117,442,5,0.12
11117,348,9,0.02
11117,1739,10,0.03
11117,1729,2,0.04
11117,76,5,0.12
11117,1885,6,0.01
11117,825,9,0.11
11118,1749,9,0.11
11118,1791,3,0.09
11118,444,6,0.03
11118,1380,4,0.2
11118,1489,2,0.14
11118,582,2,0.05
11118,1940,9,0.15
11118,1821,7,0.01
11118,1709,8,0.1
11118,351,7,0.04
11119,1538,10,0.0
11119,585,10,0.03
11119,812,10,0.05
11119,1118,2,0.12
11119,522,2,0.03
11119,827,3,0.09
11120,1899,4,0.14
11120,565,1,0.16
11120,1482,4,0.18
11120,144,1,0.08
11121,783,10,0.07
11121,1839,3,0.08
11121,178,4,0.19
11121,219,9,0.17
11121,243,8,0.01
11121,505,2,0.11
11122,222,10,0.03
11122,289,5,0.16
11122,247,9,0.04
11122,79,1,0.02
11122,1553,3,0.02
11122,1786,9,0.01
11123,929,3,0.11
11123,622,8,0.09
11123,1512,9,0.08
11123,1297,6,0.09
11123,1285,1,0.18
11123,318,4,0.15
11123,259,6,0.18
11123,1145,5,0.01
11123,1531,1,0.03
11124,173,3,0.2
11124,538,3,0.03
11125,44,3,0.15
11126,970,10,0.06
11126,724,9,0.17
11126,609,8,0.14
11126,465,1,0.11
11126,1378,4,0.02
11126,235,4,0.02
11126,1361,5,0.05
11126,588,6,0.01
11127,1504,10,0.07
11127,183,4,0.08
11127,1994,10,0.04
11127,16,9,0.19
11128,1922,10,0.15
11128,1995,5,0.18
11128,1694,8,0.09
11128,12,6,0.17
11128,1240,2,0.09
11128,1593,4,0.16
11128,856,5,0.09
11128,70,7,0.02
11128,530,10,0.12
11128,1842,5,0.17
11129,1892,9,0.01
11129,56,10,0.05
11129,1275,2,0.14
11129,700,6,0.16
11129,833,9,0.18
11129,1564,7,0.14
11129,1044,4,0.19
11129,1707,10,0.11
11129,1959,8,0.16
11130,1781,7,0.02
11131,1449,4,0.08
11132,1910,2,0.08
11132,1911,3,0.03
11132,1852,6,0.17
11132,418,6,0.16
11132,1502,2,0.12
11132,592,10,0.15
11132,1978,4,0.17
11132,178,4,0.04
11133,983,10,0.17
11133,87,3,0.02
11134,907,7,0.19
11134,889,4,0.08
11135,546,2,0.16
11135,1665,6,0.14
11135,1944,2,0.06
11135,1551,4,0.01
11135,1104,6,0.16
11135,1181,2,0.15
11135,468,2,0.19
11135,1711,8,0.06
11135,792,6,0.1
11136,801,4,0.05
11136,1273,6,0.11
11136,1839,5,0.02
11136,1953,5,0.19
11136,1871,1,0.15
11136,694,3,0.0
11136,1279,7,0.01
11137,1847,4,0.16
11138,12,10,0.01
11138,1493,5,0.03
11138,932,1,0.1
11138,555,8,0.05
11138,1762,3,0.01
11138,1107,10,0.18
11138,1694,6,0.14
11138,897,5,0.06
11138,866,6,0.01
11139,499,10,0.2
11139,85,2,0.1
11139,1859,10,0.18
11139,1097,8,0.03
11140,204,8,0.15
11141,150,10,0.17
11141,1381,2,0.14
11142,1036,10,0.12
11142,1555,2,0.15
11142,1073,3,0.12
11142,683,10,0.05
11142,137,9,0.14
11142,1464,7,0.07
11143,1380,7,0.1
11143,25,9,0.03
11143,1763,8,0.15
11143,938,8,0.06
11144,972,5,0.19
11144,1543,7,0.1
11144,142,5,0.09
11144,1055,2,0.0
11144,1813,5,0.12
11144,838,2,0.03
11144,406,1,0.05
11144,7,7,0.16
11144,294,2,0.19
11145,1170,6,0.19
11145,1923,1,0.09
11145,1686,9,0.01
11145,1549,3,0.03
11145,1502,5,0.0
11146,1372,8,0.05
11146,1174,4,0.18
11146,1017,5,0.05
11146,472,2,0.03
11146,203,1,0.14
11146,1929,9,0.04
11147,403,7,0.13
11147,1807,5,0.14
11147,325,6,0.12
11147,1436,10,0.13
11147,1310,4,0.14
11147,1643,4,0.12
11147,518,1,0.03
11147,412,5,0.19
11147,973,2,0.13
11148,656,3,0.01
11149,712,4,0.1
11149,1040,3,0.12
11149,1449,9,0.19
11149,311,1,0.05
11149,392,5,0.13
11149,1356,9,0.14
11149,1505,6,0.19
11149,1123,7,0.14
11150,8,1,0.18
11150,1799,5,0.19
11150,1661,1,0.1
11150,632,4,0.19
11150,1025,4,0.05
11150,987,6,0.1
11150,1282,3,0.18
11150,1183,2,0.17
11150,155,10,0.07
11151,1813,8,0.04
11152,391,6,0.16
11152,594,7,0.14
11152,934,7,0.03
11152,298,2,0.16
11152,1017,9,0.02
11153,1584,3,0.18
11153,1817,3,0.1
11153,559,2,0.06
11153,1503,2,0.01
11153,1489,9,0.19
11153,1402,2,0.17
11154,1176,6,0.19
11154,571,5,0.06
11154,1968,2,0.01
11154,1185,10,0.1
11154,281,8,0.13
11154,923,5,0.17
11154,1244,1,0.19
11155,1837,3,0.13
11155,1164,5,0.12
11155,1147,7,0.06
11155,1073,5,0.15
11155,1884,5,0.04
11156,1426,7,0.11
11156,1813,2,0.16
11156,1994,8,0.12
11157,1134,5,0.13
11157,730,10,0.15
11157,173,10,0.11
11157,597,9,0.14
11157,1670,4,0.05
11157,371,1,0.17
11157,654,3,0.04
11158,829,8,0.2
11158,1808,10,0.18
11158,147,2,0.01
11158,795,5,0.17
11158,326,5,0.06
11158,1521,9,0.03
11158,860,3,0.15
11158,828,8,0.12
11159,1408,1,0.07
11159,1351,1,0.19
11159,1509,3,0.16
11159,1676,4,0.14
11159,178,8,0.11
11159,1700,9,0.13
11159,319,7,0.07
11159,1668,6,0.1
11159,1540,4,0.05
11159,616,9,0.05
11160,1980,7,0.12
11160,1904,8,0.08
11160,757,1,0.05
11160,846,1,0.17
11161,1125,3,0.17
11161,1853,5,0.12
11161,1537,4,0.09
11161,1568,3,0.03
11162,461,1,0.15
11163,536,3,0.17
11163,1860,3,0.14
11163,1198,7,0.15
11163,1523,8,0.11
11163,1188,7,0.12
11163,1378,3,0.17
11163,1059,2,0.04
11163,249,9,0.13
11163,1330,5,0.1
11164,1442,6,0.06
11164,1456,8,0.04
11164,930,9,0.01
11164,1234,4,0.18
11164,1054,6,0.12
11165,904,10,0.05
11165,264,8,0.14
11165,1914,9,0.14
11166,1498,1,0.05
11166,1154,3,0.1
11166,757,1,0.14
11167,1260,2,0.04
11167,1117,4,0.2
11167,3,6,0.14
11167,882,6,0.2
11167,76,7,0.1
11167,1742,9,0.17
11167,564,7,0.07
11167,553,10,0.04
11168,1162,6,0.01
11168,1440,4,0.08
11168,125,8,0.13
11168,1260,5,0.12
11169,561,10,0.15
11169,345,3,0.03
11169,628,6,0.07
11169,775,3,0.16
11170,1221,8,0.02
11171,1969,10,0.11
11171,1372,8,0.19
11171,1983,1,0.05
11171,1671,1,0.11
11171,1790,10,0.19
11171,1536,4,0.01
11171,554,1,0.18
11171,1212,8,0.09
11171,431,7,0.18
11171,309,6,0.01
11172,1562,4,0.18
11172,115,6,0.1
11172,963,7,0.12
11173,190,8,0.03
11173,1895,9,0.15
11173,1498,9,0.07
11174,1494,6,0.13
11174,1317,7,0.14
11174,1676,3,0.17
11174,406,3,0.15
11175,1244,10,0.13
11176,821,3,0.2
11177,1922,5,0.11
11177,804,4,0.18
11177,704,10,0.17
11177,275,6,0.04
11177,377,8,0.2
11177,1632,10,0.16
11177,1203,6,0.2
11177,885,4,0.01
11178,867,7,0.13
11178,1141,1,0.03
11178,1069,3,0.19
11178,105,8,0.08
11178,935,7,0.09
11178,1026,9,0.07
11179,991,5,0.09
11179,1688,7,0.06
11179,1428,2,0.02
11180,1497,3,0.04
11180,281,9,0.03
11180,1705,7,0.16
11180,1036,5,0.08
11180,1632,10,0.08
11180,1297,4,0.18
11180,827,2,0.17
11180,1932,1,0.18
11181,681,5,0.15
11182,835,8,0.07
11182,270,6,0.16
11183,1586,5,0.1
11183,208,10,0.11
11183,860,9,0.09
11183,1653,5,0.11
11183,1864,9,0.16
11184,101,6,0.1
11184,196,2,0.06
11184,1365,9,0.08
11184,1415,2,0.09
11184,1996,10,0.02
11185,1553,5,0.13
11185,609,5,0.1
11185,448,8,0.09
11185,1419,4,0.15
11185,1544,10,0.06
11185,32,3,0.13
11185,1678,3,0.01
11186,208,4,0.05
11186,226,1,0.07
11186,943,7,0.11
11187,1510,1,0.18
11187,1872,1,0.11
11187,385,1,0.02
11187,1299,4,0.0
11188,562,1,0.06
11188,1801,8,0.02
11188,967,9,0.01
11188,558,7,0.02
11188,1350,4,0.15
11188,1295,1,0.01
11188,1242,4,0.06
11188,1795,7,0.08
11189,1259,10,0.02
11189,1455,6,0.17
11190,1982,10,0.17
11190,46,4,0.05
11190,1507,8,0.05
11190,272,2,0.02
11190,845,6,0.02
11190,674,8,0.11
11190,94,3,0.14
11190,122,5,0.03
11191,667,3,0.11
11191,431,2,0.05
11192,1904,1,0.11
11192,341,8,0.09
11192,1911,6,0.14
11193,715,8,0.06
11193,88,4,0.11
11193,356,8,0.07
11193,1136,8,0.04
11193,124,10,0.06
11193,770,10,0.11
11193,869,8,0.09
11193,35,7,0.17
11193,1488,1,0.13
11193,1684,4,0.07
11194,233,5,0.09
11194,1521,9,0.2
11194,286,8,0.14
11194,371,2,0.15
11194,1382,1,0.09
11194,25,9,0.01
11195,826,10,0.09
11195,143,10,0.18
11195,313,4,0.17
11195,1514,9,0.03
11195,486,5,0.12
11195,1087,7,0.01
11195,965,6,0.12
11195,1950,6,0.19
11195,1971,10,0.09
11196,1218,9,0.16
11196,1098,6,0.04
11196,1953,9,0.19
11197,780,7,0.0
11198,14,9,0.13
11198,1091,1,0.06
11198,1871,2,0.09
11198,424,3,0.04
11198,1364,4,0.12
11198,1364,4,0.08
11198,1249,10,0.03
11198,991,10,0.15
11199,372,4,0.16
11199,1320,2,0.03
11199,1127,5,0.18
11199,950,8,0.03
11199,1864,6,0.14
11199,1325,7,0.16
11199,1454,8,0.09
11199,1178,7,0.0
11200,837,3,0.09
11200,119,8,0.1
11200,1532,5,0.02
11200,616,3,0.0
11200,85,7,0.09
11200,252,8,0.14
11200,1457,6,0.01
11200,1240,9,0.06
11200,365,2,0.07
11200,296,4,0.02
11201,1466,7,0.19
11201,18,3,0.17
11201,461,9,0.04
11201,814,10,0.05
11201,785,8,0.02
11201,1159,5,0.07
11201,1398,3,0.15
11201,1735,6,0.13
11202,1664,3,0.15
11202,618,4,0.12
11202,1284,10,0.18
11202,1173,6,0.01
11202,1539,6,0.01
11202,337,2,0.19
11202,1359,7,0.19
11202,1777,8,0.0
11202,1718,3,0.09
11203,723,6,0.13
11203,398,9,0.09
11203,94,3,0.07
11203,1307,1,0.09
11203,1665,4,0.08
11203,1301,9,0.1
11204,1323,1,0.01
11204,1710,4,0.1
11205,892,7,0.16
11205,923,5,0.11
11205,21,3,0.11
11205,300,4,0.2
11205,1300,7,0.06
11205,1171,5,0.12
11205,1323,10,0.18
11205,415,9,0.08
11205,922,2,0.03
11206,1902,7,0.01
11206,1426,5,0.15
11206,285,6,0.01
11207,628,4,0.08
11207,1033,1,0.13
11207,1414,9,0.13
11207,1132,4,0.18
11207,174,2,0.02
11207,839,2,0.04
11208,129,7,0.05
11208,1051,3,0.14
11208,450,7,0.02
11208,1489,1,0.01
11208,636,8,0.11
11208,869,2,0.0
11208,875,9,0.08
11209,1398,9,0.09
11209,70,7,0.1
11209,1592,2,0.08
11209,1479,6,0.1
11209,437,9,0.1
11209,982,4,0.11
11209,766,9,0.19
11209,1440,7,0.17
11209,1516,4,0.05
11209,1869,3,0.04
11210,1111,7,0.1
11210,1081,1,0.19
11210,535,9,0.02
11210,641,10,0.02
11210,259,10,0.18
11210,1097,2,0.03
11210,510,9,0.04
11210,699,7,0.04
11210,1582,6,0.12
11211,1167,7,0.19
11211,64,1,0.08
11211,344,5,0.11
11211,974,10,0.03
11212,924,2,0.14
11212,906,5,0.15
11212,1144,4,0.03
11212,562,8,0.01
11212,74,3,0.15
11212,431,7,0.16
11213,1733,10,0.14
11213,392,6,0.16
11213,1969,5,0.02
11213,660,7,0.01
11213,1693,1,0.03
11213,1315,5,0.01
11213,1564,6,0.19
11213,1173,2,0.12
11213,729,6,0.14
11213,243,6,0.05
11214,769,6,0.01
11214,1931,1,0.17
11214,1516,7,0.0
11214,1180,6,0.07
11214,257,10,0.18
11214,1569,6,0.02
11214,1108,4,0.1
11214,1038,4,0.04
11214,1179,2,0.13
11215,691,1,0.05
11215,1771,2,0.06
11215,1789,3,0.03
11215,998,9,0.1
11215,627,8,0.19
11215,1178,8,0.16
11215,792,1,0.02
11216,854,7,0.14
11216,1402,4,0.16
11216,1890,1,0.09
11217,538,10,0.13
11217,538,5,0.09
11217,1201,7,0.09
11218,1807,2,0.09
11218,23,2,0.16
11218,185,5,0.13
11218,1840,9,0.02
11218,1175,8,0.01
11218,1326,3,0.01
11219,84,9,0.08
11219,317,4,0.04
11219,1969,9,0.02
11219,48,1,0.2
11219,1409,5,0.11
11219,1158,1,0.13
11220,1374,7,0.11
11220,259,5,0.18
11220,620,2,0.07
11220,1616,2,0.06
11221,1105,8,0.16
11221,630,8,0.01
11221,852,5,0.1
11221,600,5,0.05
11222,1591,2,0.03
11222,470,3,0.06
11222,1969,9,0.12
11222,1812,3,0.11
11222,1904,3,0.09
11223,1151,5,0.07
11223,319,6,0.03
11223,1609,4,0.1
11223,722,6,0.05
11223,477,7,0.2
11223,1181,7,0.14
11223,881,8,0.14
11223,344,5,0.16
11224,439,10,0.02
11224,367,8,0.0
11224,1245,9,0.04
11224,1195,1,0.18
11224,1081,10,0.19
11225,1585,4,0.04
11226,93,9,0.02
11226,1111,1,0.12
11226,759,3,0.14
11226,1594,8,0.12
11226,1486,1,0.14
11226,348,4,0.15
11226,947,10,0.11
11227,77,9,0.03
11227,645,2,0.07
11227,91,2,0.15
11227,129,3,0.15
11227,332,1,0.11
11227,518,9,0.16
11227,929,8,0.01
11227,321,3,0.08
11227,545,5,0.01
11227,1361,2,0.0
11228,807,10,0.05
11228,473,5,0.06
11228,1331,2,0.19
11228,1951,2,0.18
11229,86,1,0.08
11229,1667,7,0.18
11229,137,5,0.02
11229,249,7,0.18
11229,671,4,0.2
11229,1442,7,0.01
11229,370,5,0.02
11230,1894,2,0.2
11230,826,1,0.01
11230,79,4,0.12
11230,1819,1,0.17
11230,1173,6,0.15
11230,482,6,0.09
11230,465,10,0.12
11230,333,6,0.2
11230,1610,8,0.07
11231,284,3,0.13
11232,903,10,0.09
11233,727,8,0.08
11233,1062,5,0.14
11233,377,1,0.14
11233,1868,3,0.18
11233,1224,10,0.05
11233,1859,1,0.12
11234,339,5,0.07
11234,1533,7,0.12
11234,507,1,0.2
11234,1016,8,0.08
11235,1242,7,0.16
11235,933,7,0.03
11235,331,3,0.12
11235,820,10,0.02
11236,307,3,0.08
11236,337,5,0.16
11236,1626,8,0.19
11236,684,1,0.1
11236,1647,4,0.16
11237,1971,6,0.05
11237,1572,1,0.06
11237,280,8,0.09
11238,53,1,0.02
11238,163,2,0.15
11238,1979,9,0.03
11238,1462,6,0.1
11238,839,6,0.1
11239,1243,7,0.02
11239,1871,7,0.03
11239,767,9,0.17
11240,833,3,0.09
11241,634,1,0.01
11241,1225,4,0.17
11241,1034,3,0.1
11241,1014,9,0.14
11241,1709,3,0.12
11241,532,7,0.16
11241,33,5,0.05
11241,399,10,0.19
11241,1015,4,0.06
11242,392,1,0.09
11242,1708,6,0.02
11242,1456,5,0.15
11242,1651,3,0.15
11243,1628,9,0.14
11243,97,5,0.03
11243,1234,1,0.05
11244,1195,5,0.09
11244,158,7,0.01
11244,158,2,0.1
11244,46,10,0.1
11244,1365,9,0.17
11244,1703,4,0.15
11244,981,6,0.13
11244,630,3,0.05
11244,615,8,0.07
11245,35,6,0.06
11245,1239,4,0.2
11245,1405,6,0.1
11246,18,5,0.08
11246,231,7,0.08
11246,675,9,0.1
11246,386,4,0.16
11246,106,9,0.04
11246,1206,3,0.0
11246,875,2,0.16
11246,1323,2,0.11
11247,30,3,0.19
11247,550,2,0.07
11247,1171,2,0.0
11248,1116,7,0.17
11248,1306,6,0.05
11248,1004,9,0.08
11248,1151,9,0.18
11248,546,8,0.09
11249,806,10,0.15
11249,556,1,0.1
11249,1658,1,0.12
11249,1714,5,0.11
11249,132,4,0.05
11249,1193,4,0.07
11249,157,8,0.14
11250,161,9,0.05
11250,555,5,0.06
11250,593,6,0.04
11250,1925,2,0.05
11250,1150,8,0.01
11250,917,3,0.08
11250,1865,2,0.13
11250,23,5,0.16
11251,1742,7,0.02
11251,1853,5,0.18
11251,1138,4,0.13
11251,327,9,0.16
11251,1155,8,0.15
11251,1993,4,0.05
11251,1145,3,0.05
11251,167,2,0.06
11252,1663,9,0.03
11252,935,4,0.07
11252,1137,4,0.13
11253,432,2,0.07
11253,1862,9,0.06
11253,1126,6,0.11
11253,404,1,0.04
11253,17,3,0.07
11253,1260,6,0.03
11253,219,1,0.05
11253,705,9,0.06
11253,384,9,0.02
11254,1099,2,0.09
11254,1411,10,0.09
11254,116,6,0.04
11254,1496,4,0.15
11254,864,8,0.16
11254,639,7,0.01
11254,38,1,0.07
11254,1997,5,0.04
11254,842,4,0.15
11255,668,1,0.11
11255,1296,4,0.04
11255,1803,3,0.06
11255,466,5,0.15
11256,1695,2,0.06
11256,1823,6,0.16
11256,797,2,0.09
11256,1374,6,0.09
11256,1250,4,0.11
11256,1148,8,0.18
11256,1753,6,0.03
11256,324,3,0.14
11256,1828,3,0.13
11257,1312,1,0.15
11257,664,1,0.15
11257,813,9,0.12
11257,155,1,0.11
11257,634,6,0.2
11257,133,1,0.1
11257,1407,10,0.18
11258,1260,9,0.13
11258,787,1,0.01
11259,1749,3,0.03
11259,1715,6,0.01
11259,616,4,0.16
11259,1444,3,0.03
11259,554,8,0.1
11259,1084,8,0.16
11259,1171,1,0.04
11259,760,10,0.13
11260,1871,6,0.09
11260,355,10,0.13
11260,615,3,0.05
11261,227,10,0.14
11261,1311,6,0.0
11262,1127,2,0.03
11262,755,6,0.13
11262,1069,8,0.0
11263,936,4,0.16
11263,1000,9,0.01
11263,1371,1,0.06
11263,863,5,0.02
11263,1916,4,0.09
11263,1315,6,0.04
11263,878,9,0.12
11263,1947,9,0.07
11263,333,8,0.0
11264,1775,10,0.13
11264,1876,10,0.15
11264,196,7,0.11
11264,1980,7,0.05
11264,1228,2,0.16
11264,33,8,0.13
11264,1150,1,0.11
11264,691,6,0.19
11264,541,4,0.06
11264,1734,5,0.03
11265,1172,5,0.0
11265,1048,5,0.02
11266,373,4,0.01
11266,1707,9,0.11
11266,184,8,0.18
11266,1884,1,0.16
11266,620,1,0.16
11266,524,9,0.17
11266,679,4,0.15
11266,1258,3,0.07
11266,1650,6,0.08
11267,794,8,0.11
11267,974,5,0.11
11267,1308,3,0.16
11267,1995,2,0.18
11268,1718,8,0.1
11268,401,5,0.1
11268,1320,7,0.15
11268,569,2,0.18
11268,1579,9,0.13
11268,461,5,0.03
11268,1210,10,0.15
11268,769,7,0.11
11269,1271,1,0.03
11269,512,9,0.13
11269,93,2,0.06
11269,1086,6,0.08
11269,347,4,0.08
11269,610,3,0.02
11269,1469,7,0.18
11269,1073,7,0.0
11269,1197,9,0.03
11270,1078,8,0.2
11270,1688,6,0.13
11270,1573,4,0.05
11270,114,5,0.2
11270,29,6,0.18
11270,830,6,0.07
11271,1774,10,0.15
11271,1339,10,0.1
11272,1524,5,0.01
11272,37,9,0.0
11272,699,3,0.07
11272,1755,8,0.13
11272,1346,1,0.11
11272,387,5,0.01
11272,1839,4,0.14
11273,697,5,0.07
11273,1091,7,0.06
11273,1128,5,0.03
11273,404,5,0.08
11273,1997,8,0.0
11273,1249,6,0.17
11273,1065,8,0.02
11273,1991,8,0.02
11273,860,1,0.02
11274,867,1,0.1
11274,1242,8,0.05
11274,133,10,0.18
11274,1784,10,0.16
11275,1731,6,0.01
11275,1623,8,0.17
11275,1180,10,0.11
11276,1441,3,0.12
11276,1234,3,0.05
11277,1790,4,0.19
11277,1071,7,0.03
11278,1943,1,0.02
11278,1037,1,0.17
11278,346,5,0.12
11278,759,2,0.14
11279,1514,10,0.04
11279,1419,5,0.17
11279,1721,10,0.06
11279,1243,1,0.16
11279,623,9,0.08
11279,977,3,0.2
11280,970,2,0.16
11280,1034,5,0.17
11280,91,8,0.18
11280,68,8,0.05
11280,392,4,0.09
11280,218,2,0.0
11280,1232,4,0.19
11280,499,3,0.17
11280,1997,3,0.06
11281,295,9,0.06
11282,1464,1,0.18
11282,1700,8,0.2
11283,1316,6,0.13
11284,1040,4,0.11
11284,1554,2,0.11
11284,1803,3,0.17
11284,60,8,0.19
11284,182,9,0.15
11284,1799,4,0.15
11285,335,4,0.01
11285,298,9,0.16
11285,198,10,0.18
11286,1156,1,0.08
11286,967,1,0.05
11286,541,7,0.15
11286,205,1,0.13
11286,52,7,0.14
11286,339,9,0.02
11287,241,9,0.1
11287,1764,10,0.05
11287,145,2,0.16
11287,1455,8,0.08
11287,1759,5,0.07
11288,1225,9,0.1
11288,1209,1,0.13
11288,48,8,0.18
11288,1716,5,0.16
11288,1325,3,0.03
11288,561,8,0.03
11289,1297,7,0.12
11289,86,7,0.01
11289,1079,6,0.1
11289,155,7,0.13
11289,1734,5,0.18
11289,897,10,0.05
11289,375,1,0.13
11289,1386,4,0.03
11289,1371,9,0.08
11289,759,2,0.01
11290,821,8,0.19
11290,1821,6,0.06
11290,1807,10,0.1
11290,56,9,0.12
11290,780,1,0.04
11290,1056,1,0.08
11291,526,9,0.16
11292,1010,1,0.02
11292,425,4,0.06
11292,1152,2,0.07
11292,768,8,0.14
11292,429,3,0.13
11292,920,7,0.13
11293,1053,5,0.19
11293,752,8,0.07
11293,673,2,0.06
11294,1353,9,0.11
11294,734,6,0.11
11294,1002,6,0.16
11294,1621,3,0.13
11294,1018,1,0.18
11294,278,10,0.2
11294,518,6,0.2
11295,779,2,0.08
11295,9,10,0.08
11295,404,3,0.16
11296,804,7,0.04
11296,788,7,0.18
11296,1146,3,0.12
11296,713,10,0.15
11296,1144,7,0.17
11296,574,4,0.18
11297,1726,10,0.2
11297,815,7,0.0
11297,74,2,0.15
11297,1815,1,0.01
11297,1054,4,0.04
11297,449,7,0.17
11297,1901,10,0.18
11298,913,3,0.07
11298,1541,6,0.1
11298,1653,10,0.15
11298,1673,2,0.13
11298,1676,4,0.16
11298,467,6,0.09
11298,1972,6,0.1
11298,353,6,0.02
11299,211,6,0.12
11299,162,1,0.19
11299,538,3,0.18
11299,1865,8,0.18
11299,773,3,0.12
11299,805,7,0.12
11299,1837,10,0.18
11300,609,5,0.13
11300,53,1,0.09
11300,334,7,0.2
11300,1889,8,0.13
11300,1541,4,0.14
11301,449,1,0.1
11301,609,3,0.13
11301,1993,7,0.08
11301,1383,4,0.16
11301,435,10,0.01
11301,1829,5,0.07
11301,1179,10,0.11
11302,1101,5,0.13
11302,1655,9,0.1
11302,1545,7,0.03
11302,1414,3,0.19
11302,364,5,0.2
11302,1780,10,0.07
11302,1313,4,0.09
11302,1154,10,0.11
11302,803,4,0.07
11303,182,9,0.14
11303,504,7,0.16
11304,294,5,0.13
11304,535,2,0.04
11304,1581,5,0.02
11304,1392,10,0.04
11305,26,6,0.16
11305,390,2,0.13
11306,1998,2,0.02
11306,1463,9,0.01
11306,530,10,0.05
11306,220,10,0.05
11306,1532,2,0.1
11306,675,6,0.02
11306,714,10,0.06
11306,168,7,0.06
11306,500,8,0.04
11306,818,9,0.08
11307,784,6,0.02
11307,1563,8,0.13
11307,784,3,0.14
11307,92,3,0.04
11307,880,5,0.08
11307,1430,8,0.14
11307,950,2,0.02
11308,717,10,0.14
11308,1712,2,0.11
11308,1498,8,0.05
11308,1710,3,0.03
11309,1338,2,0.11
11309,891,5,0.06
11309,451,10,0.13
11309,1477,2,0.17
11310,262,1,0.05
11310,1307,5,0.07
11311,180,1,0.19
11311,1858,4,0.01
11311,717,9,0.05
11311,528,1,0.0
11311,1100,2,0.05
11311,109,4,0.09
11311,281,3,0.13
11312,1080,7,0.17
11312,1097,10,0.18
11312,1266,3,0.11
11313,272,9,0.2
11313,1483,6,0.08
11313,1939,1,0.05
11314,859,9,0.14
11314,1722,9,0.14
11314,595,7,0.03
11314,557,1,0.01
11314,305,4,0.03
11314,324,7,0.05
11315,1346,6,0.0
11315,782,1,0.04
11315,936,4,0.1
11316,449,6,0.08
11316,1427,4,0.15
11316,965,3,0.06
11316,972,6,0.09
11316,1298,4,0.16
11316,375,2,0.13
11316,1995,3,0.19
11316,854,5,0.05
11317,1573,7,0.15
11317,1290,5,0.08
11317,270,5,0.12
11317,1143,4,0.17
11318,275,5,0.15
11318,335,8,0.06
11318,771,5,0.0
11318,1490,10,0.17
11319,1895,9,0.03
11320,271,10,0.06
11320,606,6,0.09
11320,1485,10,0.12
11320,1967,3,0.15
11320,966,5,0.03
11321,1225,7,0.05
11321,1011,10,0.17
11321,1540,5,0.12
11321,465,10,0.05
11321,1746,4,0.08
11322,1067,10,0.04
11322,901,8,0.01
11322,698,1,0.18
11322,119,10,0.1
11322,1948,2,0.19
11322,916,3,0.04
11323,240,3,0.18
11324,932,4,0.01
11324,1774,7,0.2
11324,421,7,0.08
11324,283,1,0.01
11324,910,1,0.04
11324,1916,5,0.04
11325,1595,9,0.05
11325,1224,10,0.15
11325,1455,3,0.12
11325,706,8,0.15
11325,91,5,0.02
11325,215,1,0.08
11325,1022,6,0.04
11325,1438,7,0.1
11325,521,3,0.19
11326,515,4,0.01
11326,573,1,0.18
11326,666,7,0.19
11326,1878,7,0.14
11326,1710,2,0.19
11326,621,7,0.17
11327,1554,9,0.13
11327,791,4,0.14
11327,912,9,0.08
11328,1110,9,0.1
11328,505,7,0.02
11328,1022,7,0.08
11328,879,10,0.15
11328,470,4,0.14
11328,1510,10,0.19
11328,488,3,0.15
11328,496,10,0.11
11328,1026,8,0.0
11329,1755,2,0.13
